,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Original_id
0,0,1,0.86,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",32171792
1,1,1,0.9515,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",32493836
2,2,0,0.9752,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",33930519
3,3,0,0.9495,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",34053662
4,4,0,0.7008,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",34199982
5,5,1,0.7925,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",34321205
6,6,0,0.8904,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",35662911
7,7,1,0.9498,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",36498486
8,8,0,0.7291,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",36691554
9,9,0,0.7921,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",37331238
10,10,1,0.7255,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",37535374
11,11,0,0.5571,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",37709250
12,12,1,0.961,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",38210066
13,13,0,0.7228,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",38618385
14,14,0,0.9569,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",39133634
15,15,1,0.9863,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",39201542
16,16,0,0.5357,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",39550733
17,17,0,0.6491,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",39686725
18,18,0,0.8383,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",40269572
19,19,0,0.7479,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",40330975
20,20,1,0.939,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",40421132
21,21,1,0.9183,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",40502427
22,22,1,0.9471,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",40511056
23,23,1,0.9642,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",40621463
24,24,0,0.9244,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",40643719
25,25,1,0.9571,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",40657250
26,26,1,0.9419,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",41094447
27,27,1,0.9224,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",41110822
28,28,0,0.7684,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",41238992
29,29,1,0.9547,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",41354765
30,30,1,0.9397,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",41371898
31,31,0,0.8684,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",41525345
32,32,0,0.9613,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",41917037
33,33,0,0.8327,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",41921137
34,34,0,0.8414,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",42024158
35,35,1,0.9769,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",42145536
36,36,1,0.9651,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",42201641
37,37,1,0.9842,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",42400288
38,38,1,0.9551,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",42707966
39,39,0,0.7207,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",42889721
40,40,1,0.982,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",43007301
41,41,0,0.6119,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",43011694
42,42,0,0.9755,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",43076521
43,43,0,0.9408,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",43147285
44,44,1,0.8815,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",43471623
45,45,0,0.7557,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",43477324
46,46,1,0.9646,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",43543845
47,47,0,0.7494,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",43592905
48,48,1,0.9588,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",43690400
49,49,1,0.9616,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",43747060
50,50,0,0.6394,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",43837979
51,51,0,0.5118,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",43921059
52,52,1,0.9667,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",43952752
53,53,0,0.5163,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",43998050
54,54,1,0.9885,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",44039515
55,55,1,0.5206,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",44048303
56,56,0,0.9633,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",44048838
57,57,0,0.6588,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",44083518
58,58,0,0.6978,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",44165375
59,59,1,0.8259,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",44307448
60,60,1,0.7377,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",44537696
61,61,1,0.8615,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",44579877
62,62,1,0.7552,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",44590315
63,63,0,0.9383,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",44610214
64,64,0,0.9907,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",44659157
65,65,0,0.9753,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",44827576
66,66,0,0.835,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",44955777
67,67,0,0.9746,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",45046384
68,68,0,0.9714,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",45199311
69,69,1,0.6516,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",45238631
70,70,1,0.6544,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",45243195
71,71,1,0.9026,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",45261826
72,72,0,0.9879,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",45430221
73,73,1,0.5956,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",45526949
74,74,1,0.9209,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",45533023
75,75,1,0.7869,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",45564666
76,76,1,0.5036,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",45566784
77,77,1,0.7267,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",45573693
78,78,0,0.6763,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",45591642
79,79,0,0.7858,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",45674423
80,80,1,0.6701,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",45787299
81,81,1,0.8483,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",45791807
82,82,0,0.6621,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",45922085
83,83,1,0.8979,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",45933171
84,84,0,0.6147,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",45955084
85,85,0,0.6635,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",45959096
86,86,0,0.9538,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",45992025
87,87,1,0.7882,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",46015074
88,88,1,0.9655,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",46023613
89,89,1,0.9521,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",46116859
90,90,1,0.627,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",46135502
91,91,1,0.7624,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",46222185
92,92,1,0.9763,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",46224070
93,93,0,0.8505,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",46284903
94,94,0,0.7819,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",46504048
95,95,1,0.9543,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",46615798
96,96,0,0.8706,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",46622456
97,97,0,0.6229,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",46718683
98,98,0,0.5877,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",46820804
99,99,0,0.9477,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",46907384
100,100,0,0.824,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",46952486
101,101,0,0.9736,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",46963888
102,102,1,0.7271,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",46969885
103,103,0,0.5336,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",46973782
104,104,0,0.9152,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",46973883
105,105,1,0.793,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",47000938
106,106,1,0.5225,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",47056427
107,107,0,0.8266,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",47151438
108,108,1,0.9073,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",47190071
109,109,0,0.9842,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",47227014
110,110,1,0.9722,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",47227049
111,111,0,0.632,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",47266238
112,112,0,0.9734,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",47305805
113,113,0,0.6637,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",47321158
114,114,1,0.6173,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",47521016
115,115,0,0.6751,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",47547950
116,116,1,0.7386,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",47585787
117,117,0,0.7501,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",47799108
118,118,1,0.8965,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",47849465
119,119,0,0.7865,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",47910149
120,120,0,0.9224,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",47970500
121,121,0,0.9501,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",47985671
122,122,0,0.6848,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",48207496
123,123,0,0.7271,"bodi, react, load, compon, form, header, firstnam, authent, lastnam, updat",48327994
124,124,1,0.8414,"resolv, userid, schema, class, model, test, arg, valid, createus, _id",48346524
