iteration_count, topic_count, cv_score, stability, topics
1000,2,0.3790725281971474_0.8538773726273726_[(0, '0.020*"usequeri" + 0.018*"button" + 0.016*"form" + 0.015*"usest" + 0.013*"updat" + 0.013*"string" + 0.012*"refetch" + 0.009*"fetch" + 0.009*"usemut" + 0.009*"new"'), (1, '0.012*"link" + 0.011*"class" + 0.010*"type" + 0.010*"pass" + 0.009*"gatsbi" + 0.008*"rout" + 0.008*"new" + 0.007*"updat" + 0.007*"element" + 0.007*"search"')]
1000,3,0.4169076822077917_0.8196121477167229_[(0, '0.015*"updat" + 0.015*"usequeri" + 0.015*"refetch" + 0.013*"pass" + 0.011*"button" + 0.011*"fetch" + 0.011*"type" + 0.010*"search" + 0.009*"usest" + 0.009*"new"'), (1, '0.018*"link" + 0.014*"class" + 0.014*"gatsbi" + 0.012*"rout" + 0.010*"element" + 0.009*"navig" + 0.008*"new" + 0.007*"layout" + 0.006*"header" + 0.006*"home"'), (2, '0.027*"form" + 0.020*"string" + 0.017*"button" + 0.014*"field" + 0.014*"type" + 0.014*"usequeri" + 0.014*"usest" + 0.011*"label" + 0.011*"updat" + 0.008*"usemut"')]
1000,4,0.40122756626630174_0.9039630697551926_[(0, '0.020*"rout" + 0.018*"class" + 0.012*"pass" + 0.009*"new" + 0.009*"apolloprovid" + 0.009*"navig" + 0.008*"gatsbi" + 0.008*"link" + 0.008*"router" + 0.007*"method"'), (1, '0.034*"form" + 0.027*"string" + 0.024*"usest" + 0.016*"type" + 0.016*"field" + 0.015*"button" + 0.014*"label" + 0.010*"submit" + 0.010*"email" + 0.008*"useeffect"'), (2, '0.025*"link" + 0.017*"button" + 0.011*"gatsbi" + 0.011*"search" + 0.010*"click" + 0.009*"usest" + 0.008*"new" + 0.008*"map" + 0.008*"menu" + 0.008*"class"'), (3, '0.023*"usequeri" + 0.020*"updat" + 0.016*"refetch" + 0.015*"hook" + 0.013*"type" + 0.013*"fetch" + 0.013*"pass" + 0.009*"usemut" + 0.009*"new" + 0.008*"cach"')]
1000,5,0.41072587796629323_0.8749777328460249_[(0, '0.049*"type" + 0.041*"string" + 0.012*"card" + 0.011*"map" + 0.011*"test" + 0.010*"button" + 0.009*"new" + 0.009*"repositori" + 0.008*"element" + 0.008*"usest"'), (1, '0.031*"form" + 0.025*"usest" + 0.020*"button" + 0.011*"hook" + 0.010*"field" + 0.010*"label" + 0.010*"useeffect" + 0.010*"submit" + 0.009*"usemut" + 0.008*"string"'), (2, '0.026*"usequeri" + 0.023*"updat" + 0.022*"refetch" + 0.013*"cach" + 0.012*"fetch" + 0.012*"search" + 0.012*"pass" + 0.011*"button" + 0.011*"hook" + 0.011*"new"'), (3, '0.027*"link" + 0.017*"gatsbi" + 0.013*"navig" + 0.010*"element" + 0.009*"menu" + 0.008*"children" + 0.008*"useeffect" + 0.007*"script" + 0.007*"header" + 0.006*"style"'), (4, '0.027*"class" + 0.020*"pass" + 0.015*"rout" + 0.012*"fragment" + 0.011*"relay" + 0.011*"new" + 0.011*"extend_compon" + 0.010*"fetch" + 0.010*"event" + 0.009*"componentdidmount"')]
