,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Original_id
0,0,1,0.8824,"id, string, type, await, name, schema, function, generat, db, test",32349022
1,1,1,0.8089,"id, string, type, await, name, schema, function, generat, db, test",32494136
2,2,1,0.9721,"id, string, type, await, name, schema, function, generat, db, test",33478309
3,3,0,0.9376,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",35080671
4,4,1,0.7855,"id, string, type, await, name, schema, function, generat, db, test",35095334
5,5,0,0.9869,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",35863107
6,6,0,0.5084,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",35940528
7,7,0,0.6061,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",36781512
8,8,1,0.7914,"id, string, type, await, name, schema, function, generat, db, test",37237673
9,9,0,0.6916,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",37906261
10,10,1,0.7276,"id, string, type, await, name, schema, function, generat, db, test",38049885
11,11,0,0.9576,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",38266673
12,12,1,0.9794,"id, string, type, await, name, schema, function, generat, db, test",38523533
13,13,0,0.8545,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",38724165
14,14,0,0.6131,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",39279578
15,15,1,0.9279,"id, string, type, await, name, schema, function, generat, db, test",39358849
16,16,1,0.5427,"id, string, type, await, name, schema, function, generat, db, test",39578377
17,17,1,0.5258,"id, string, type, await, name, schema, function, generat, db, test",40471156
18,18,0,0.6544,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",40843037
19,19,0,0.9703,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",40941610
20,20,1,0.548,"id, string, type, await, name, schema, function, generat, db, test",41349742
21,21,1,0.9084,"id, string, type, await, name, schema, function, generat, db, test",41490578
22,22,1,0.6066,"id, string, type, await, name, schema, function, generat, db, test",41546281
23,23,0,0.9602,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",42014620
24,24,0,0.8499,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",42133734
25,25,0,0.7692,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",42256553
26,26,0,0.9423,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",42509469
27,27,0,0.9044,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",42549096
28,28,0,0.9597,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",42885957
29,29,0,0.9012,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",42920644
30,30,1,0.5589,"id, string, type, await, name, schema, function, generat, db, test",42936147
31,31,0,0.5584,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",43123969
32,32,0,0.9776,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",43572904
33,33,0,0.9339,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",43865453
34,34,1,0.5459,"id, string, type, await, name, schema, function, generat, db, test",43958311
35,35,0,0.9555,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",44071900
36,36,0,0.9569,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",44125034
37,37,1,0.5898,"id, string, type, await, name, schema, function, generat, db, test",44185188
38,38,1,0.8956,"id, string, type, await, name, schema, function, generat, db, test",44697946
39,39,0,0.9844,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",44903537
40,40,1,0.9702,"id, string, type, await, name, schema, function, generat, db, test",45172215
41,41,1,0.7458,"id, string, type, await, name, schema, function, generat, db, test",45289027
42,42,1,0.9358,"id, string, type, await, name, schema, function, generat, db, test",45416176
43,43,0,0.8222,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",45500157
44,44,0,0.985,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",45582657
45,45,1,0.9589,"id, string, type, await, name, schema, function, generat, db, test",45694291
46,46,1,0.9426,"id, string, type, await, name, schema, function, generat, db, test",45756493
47,47,0,0.5829,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",45844824
48,48,0,0.7528,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",45904060
49,49,1,0.9818,"id, string, type, await, name, schema, function, generat, db, test",46060752
50,50,1,0.9825,"id, string, type, await, name, schema, function, generat, db, test",46283880
51,51,1,0.6719,"id, string, type, await, name, schema, function, generat, db, test",46452868
52,52,1,0.9816,"id, string, type, await, name, schema, function, generat, db, test",46517852
53,53,0,0.9858,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",46719337
54,54,1,0.89,"id, string, type, await, name, schema, function, generat, db, test",46721015
55,55,1,0.9155,"id, string, type, await, name, schema, function, generat, db, test",46981941
56,56,0,0.956,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",47088722
57,57,0,0.516,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",47307608
58,58,0,0.9026,"port, postgr, environ, docker, deploy, hasura, local, start, name, command",47380173
