,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Original_id
0,0,1,0.9187,"test, compon, pass, await, new, expect, load, react, mock, fetch",32059940
1,1,1,0.9458,"test, compon, pass, await, new, expect, load, react, mock, fetch",36230381
2,2,0,0.8911,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",36902814
3,3,0,0.6502,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",37337088
4,4,0,0.6846,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",37995394
5,5,1,0.8352,"test, compon, pass, await, new, expect, load, react, mock, fetch",38094047
6,6,1,0.9912,"test, compon, pass, await, new, expect, load, react, mock, fetch",38327428
7,7,1,0.7765,"test, compon, pass, await, new, expect, load, react, mock, fetch",38339060
8,8,0,0.9816,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",38683594
9,9,1,0.9526,"test, compon, pass, await, new, expect, load, react, mock, fetch",39064631
10,10,1,0.9585,"test, compon, pass, await, new, expect, load, react, mock, fetch",39679727
11,11,1,0.6438,"test, compon, pass, await, new, expect, load, react, mock, fetch",40032213
12,12,1,0.6685,"test, compon, pass, await, new, expect, load, react, mock, fetch",40045975
13,13,1,0.5364,"test, compon, pass, await, new, expect, load, react, mock, fetch",40240588
14,14,1,0.9867,"test, compon, pass, await, new, expect, load, react, mock, fetch",40427609
15,15,0,0.5823,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",40615944
16,16,0,0.9052,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",40898691
17,17,0,0.9564,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",41515226
18,18,1,0.6708,"test, compon, pass, await, new, expect, load, react, mock, fetch",41632152
19,19,1,0.9524,"test, compon, pass, await, new, expect, load, react, mock, fetch",41639374
20,20,1,0.9673,"test, compon, pass, await, new, expect, load, react, mock, fetch",41670371
21,21,1,0.9702,"test, compon, pass, await, new, expect, load, react, mock, fetch",41712608
22,22,0,0.9873,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",41862789
23,23,0,0.6076,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",41993034
24,24,0,0.8067,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",42056740
25,25,1,0.9079,"test, compon, pass, await, new, expect, load, react, mock, fetch",42239473
26,26,0,0.9783,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",42406936
27,27,1,0.9502,"test, compon, pass, await, new, expect, load, react, mock, fetch",42495598
28,28,1,0.9794,"test, compon, pass, await, new, expect, load, react, mock, fetch",43087914
29,29,0,0.8546,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",43192304
30,30,1,0.9297,"test, compon, pass, await, new, expect, load, react, mock, fetch",43986263
31,31,1,0.7792,"test, compon, pass, await, new, expect, load, react, mock, fetch",44015309
32,32,1,0.9482,"test, compon, pass, await, new, expect, load, react, mock, fetch",44075567
33,33,0,0.758,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",44079618
34,34,1,0.6162,"test, compon, pass, await, new, expect, load, react, mock, fetch",44159753
35,35,1,0.7746,"test, compon, pass, await, new, expect, load, react, mock, fetch",44377518
36,36,1,0.9371,"test, compon, pass, await, new, expect, load, react, mock, fetch",44435510
37,37,0,0.9266,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",44642934
38,38,0,0.9725,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",44723678
39,39,0,0.9536,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",44919773
40,40,1,0.9508,"test, compon, pass, await, new, expect, load, react, mock, fetch",44969490
41,41,1,0.7261,"test, compon, pass, await, new, expect, load, react, mock, fetch",44984800
42,42,1,0.8146,"test, compon, pass, await, new, expect, load, react, mock, fetch",45100167
43,43,0,0.9517,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",45133341
44,44,0,0.9604,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",45397333
45,45,1,0.7471,"test, compon, pass, await, new, expect, load, react, mock, fetch",45518465
46,46,1,0.9305,"test, compon, pass, await, new, expect, load, react, mock, fetch",45700550
47,47,1,0.9529,"test, compon, pass, await, new, expect, load, react, mock, fetch",45735377
48,48,1,0.9672,"test, compon, pass, await, new, expect, load, react, mock, fetch",45852831
49,49,0,0.7516,"categori, slug, filter, order, key, sort, edg, limit, await, resolv",45910230
50,50,1,0.8571,"test, compon, pass, await, new, expect, load, react, mock, fetch",46132743
51,51,1,0.9728,"test, compon, pass, await, new, expect, load, react, mock, fetch",46205173
