,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Original_id
0,0,2,0.7197,"modul, root, graphiql, buildschema, hello, graphqlschema, graphqlhttp, rootvalu, pass, class",32160825
1,1,0,0.6701,"graphqlint, new_graphqlnonnul, graphqlid, new_graphqllist, usertyp, resolv_parent, graphqlobjecttyp, graphqllist, rootqueri, resolv_parentvalu",32166851
2,2,4,0.8191,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",32226857
3,3,3,0.8539,"_id, event, date, userid, comment, categori, content, objectid, createdat, ref",32304486
4,4,4,0.6785,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",32337701
5,5,4,0.7823,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",32346531
6,6,3,0.6324,"_id, event, date, userid, comment, categori, content, objectid, createdat, ref",32480102
7,7,2,0.8824,"modul, root, graphiql, buildschema, hello, graphqlschema, graphqlhttp, rootvalu, pass, class",32551022
8,8,4,0.5493,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",32737392
9,9,4,0.5986,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",32777796
10,10,4,0.5484,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",33210406
11,11,4,0.8159,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",33399901
12,12,0,0.8184,"graphqlint, new_graphqlnonnul, graphqlid, new_graphqllist, usertyp, resolv_parent, graphqlobjecttyp, graphqllist, rootqueri, resolv_parentvalu",33460053
13,13,0,0.981,"graphqlint, new_graphqlnonnul, graphqlid, new_graphqllist, usertyp, resolv_parent, graphqlobjecttyp, graphqllist, rootqueri, resolv_parentvalu",33479830
14,14,0,0.7392,"graphqlint, new_graphqlnonnul, graphqlid, new_graphqllist, usertyp, resolv_parent, graphqlobjecttyp, graphqllist, rootqueri, resolv_parentvalu",33831911
15,15,4,0.8118,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",33994007
16,16,0,0.9421,"graphqlint, new_graphqlnonnul, graphqlid, new_graphqllist, usertyp, resolv_parent, graphqlobjecttyp, graphqllist, rootqueri, resolv_parentvalu",34005370
17,17,4,0.6359,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",34075018
18,18,0,0.6923,"graphqlint, new_graphqlnonnul, graphqlid, new_graphqllist, usertyp, resolv_parent, graphqlobjecttyp, graphqllist, rootqueri, resolv_parentvalu",34155439
19,19,4,0.9632,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",34192065
20,20,0,0.7254,"graphqlint, new_graphqlnonnul, graphqlid, new_graphqllist, usertyp, resolv_parent, graphqlobjecttyp, graphqllist, rootqueri, resolv_parentvalu",35070523
21,21,4,0.7245,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",35194917
22,22,0,0.4608,"graphqlint, new_graphqlnonnul, graphqlid, new_graphqllist, usertyp, resolv_parent, graphqlobjecttyp, graphqllist, rootqueri, resolv_parentvalu",35479704
23,23,0,0.7012,"graphqlint, new_graphqlnonnul, graphqlid, new_graphqllist, usertyp, resolv_parent, graphqlobjecttyp, graphqllist, rootqueri, resolv_parentvalu",35632915
24,24,0,0.9242,"graphqlint, new_graphqlnonnul, graphqlid, new_graphqllist, usertyp, resolv_parent, graphqlobjecttyp, graphqllist, rootqueri, resolv_parentvalu",35922257
25,25,2,0.3607,"modul, root, graphiql, buildschema, hello, graphqlschema, graphqlhttp, rootvalu, pass, class",35971738
26,26,4,0.7502,"mongoos, email, db, model, databas, usertyp, resolv_parent, usernam, connect, defin",35993661
27,27,0,0.5091,"graphqlint, new_graphqlnonnul, graphqlid, new_graphqllist, usertyp, resolv_parent, graphqlobjecttyp, graphqllist, rootqueri, resolv_parentvalu",36010618
28,28,3,0.609,"_id, event, date, userid, comment, categori, content, objectid, createdat, ref",36304369
