,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Original_id
0,0,1,0.61,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",32734901
1,1,3,0.5357,"filter, servic, method, task, await, project, new_queryargu, configur, argument, x",34474791
2,2,0,0.6379,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",35276234
3,3,4,0.961,"argument, java, depend_groupid, method, map, test, val, version, project, json",35565985
4,4,0,0.4952,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",36302536
5,5,4,0.9314,"argument, java, depend_groupid, method, map, test, val, version, project, json",36583360
6,6,4,0.7378,"argument, java, depend_groupid, method, map, test, val, version, project, json",36603559
7,7,1,0.7036,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",36666622
8,8,4,0.8996,"argument, java, depend_groupid, method, map, test, val, version, project, json",36759503
9,9,4,0.6227,"argument, java, depend_groupid, method, map, test, val, version, project, json",36914918
10,10,4,0.9631,"argument, java, depend_groupid, method, map, test, val, version, project, json",37759699
11,11,4,0.9571,"argument, java, depend_groupid, method, map, test, val, version, project, json",37892045
12,12,1,0.863,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",37981269
13,13,3,0.7267,"filter, servic, method, task, await, project, new_queryargu, configur, argument, x",38121215
14,14,4,0.4515,"argument, java, depend_groupid, method, map, test, val, version, project, json",38240599
15,15,0,0.9317,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",39078141
16,16,4,0.9657,"argument, java, depend_groupid, method, map, test, val, version, project, json",39310955
17,17,1,0.9593,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",39471075
18,18,4,0.942,"argument, java, depend_groupid, method, map, test, val, version, project, json",39729708
19,19,4,0.5349,"argument, java, depend_groupid, method, map, test, val, version, project, json",40128251
20,20,4,0.8383,"argument, java, depend_groupid, method, map, test, val, version, project, json",40173841
21,21,0,0.7014,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",40184367
22,22,0,0.863,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",40222012
23,23,1,0.5782,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",40238482
24,24,4,0.8618,"argument, java, depend_groupid, method, map, test, val, version, project, json",40256331
25,25,0,0.789,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",40360936
26,26,3,0.5578,"filter, servic, method, task, await, project, new_queryargu, configur, argument, x",40509075
27,27,0,0.6778,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",40541391
28,28,3,0.9548,"filter, servic, method, task, await, project, new_queryargu, configur, argument, x",40783129
29,29,0,0.4037,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",40808347
30,30,3,0.9728,"filter, servic, method, task, await, project, new_queryargu, configur, argument, x",41051523
31,31,1,0.9483,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",41090200
32,32,0,0.4689,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",41266472
33,33,4,0.6617,"argument, java, depend_groupid, method, map, test, val, version, project, json",41407620
34,34,4,0.5975,"argument, java, depend_groupid, method, map, test, val, version, project, json",41440026
35,35,4,0.8647,"argument, java, depend_groupid, method, map, test, val, version, project, json",41480833
36,36,4,0.7346,"argument, java, depend_groupid, method, map, test, val, version, project, json",41486401
37,37,1,0.9718,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",41510880
38,38,4,0.8097,"argument, java, depend_groupid, method, map, test, val, version, project, json",41589542
39,39,4,0.7025,"argument, java, depend_groupid, method, map, test, val, version, project, json",41668456
40,40,4,0.7642,"argument, java, depend_groupid, method, map, test, val, version, project, json",41677871
41,41,2,0.6046,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",41708231
42,42,4,0.7868,"argument, java, depend_groupid, method, map, test, val, version, project, json",41851366
43,43,1,0.5844,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",41907998
44,44,4,0.8701,"argument, java, depend_groupid, method, map, test, val, version, project, json",42041371
45,45,4,0.5043,"argument, java, depend_groupid, method, map, test, val, version, project, json",42080536
46,46,0,0.5259,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",42168530
47,47,2,0.7539,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",42174205
48,48,4,0.9089,"argument, java, depend_groupid, method, map, test, val, version, project, json",42180567
49,49,1,0.5857,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",42353161
50,50,0,0.5494,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",42400721
51,51,3,0.4578,"filter, servic, method, task, await, project, new_queryargu, configur, argument, x",42652622
52,52,1,0.7206,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",42748681
53,53,0,0.5112,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",42829819
54,54,1,0.6797,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",42854797
55,55,0,0.6751,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",42904307
56,56,4,0.649,"argument, java, depend_groupid, method, map, test, val, version, project, json",43042866
57,57,1,0.883,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",43087126
58,58,0,0.7839,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",43123293
59,59,4,0.5245,"argument, java, depend_groupid, method, map, test, val, version, project, json",43124540
60,60,1,0.5181,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",43189071
61,61,2,0.6347,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",43358171
62,62,4,0.5735,"argument, java, depend_groupid, method, map, test, val, version, project, json",43364931
63,63,0,0.9727,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",43373333
64,64,2,0.5048,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",43417363
65,65,0,0.6156,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",43449564
66,66,0,0.5374,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",43469685
67,67,2,0.7568,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",43567006
68,68,1,0.8424,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",43665937
69,69,0,0.581,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",43740231
70,70,4,0.7162,"argument, java, depend_groupid, method, map, test, val, version, project, json",43749009
71,71,2,0.6903,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",43804288
72,72,3,0.5967,"filter, servic, method, task, await, project, new_queryargu, configur, argument, x",43838106
73,73,3,0.5378,"filter, servic, method, task, await, project, new_queryargu, configur, argument, x",43846889
74,74,4,0.5193,"argument, java, depend_groupid, method, map, test, val, version, project, json",43998487
75,75,1,0.725,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",44069982
76,76,1,0.6037,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",44075735
77,77,4,0.9455,"argument, java, depend_groupid, method, map, test, val, version, project, json",44141835
78,78,0,0.9822,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",44170603
79,79,4,0.7727,"argument, java, depend_groupid, method, map, test, val, version, project, json",44237758
80,80,4,0.8164,"argument, java, depend_groupid, method, map, test, val, version, project, json",44524594
81,81,1,0.9135,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",44624069
82,82,4,0.8363,"argument, java, depend_groupid, method, map, test, val, version, project, json",44710386
83,83,4,0.8274,"argument, java, depend_groupid, method, map, test, val, version, project, json",44970133
84,84,4,0.7839,"argument, java, depend_groupid, method, map, test, val, version, project, json",44981794
85,85,2,0.6427,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",45009127
86,86,4,0.5154,"argument, java, depend_groupid, method, map, test, val, version, project, json",45154661
87,87,4,0.4779,"argument, java, depend_groupid, method, map, test, val, version, project, json",45229258
88,88,2,0.8578,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",45253821
89,89,4,0.991,"argument, java, depend_groupid, method, map, test, val, version, project, json",45312904
90,90,2,0.5978,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",45375139
91,91,0,0.9631,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",45404808
92,92,4,0.4703,"argument, java, depend_groupid, method, map, test, val, version, project, json",45468354
93,93,0,0.6339,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",45474635
94,94,0,0.6034,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",45494390
95,95,4,0.985,"argument, java, depend_groupid, method, map, test, val, version, project, json",45522750
96,96,0,0.6036,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",45535641
97,97,1,0.9325,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",45577500
98,98,4,0.9593,"argument, java, depend_groupid, method, map, test, val, version, project, json",45852050
99,99,1,0.8379,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",45885614
100,100,4,0.9796,"argument, java, depend_groupid, method, map, test, val, version, project, json",45939512
101,101,4,0.9879,"argument, java, depend_groupid, method, map, test, val, version, project, json",45959234
102,102,2,0.8875,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",45974869
103,103,1,0.578,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",46043035
104,104,1,0.6695,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",46133654
105,105,0,0.6242,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",46160002
106,106,2,0.9621,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",46389576
107,107,3,0.7735,"filter, servic, method, task, await, project, new_queryargu, configur, argument, x",46415685
108,108,0,0.4225,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",46469715
109,109,4,0.9489,"argument, java, depend_groupid, method, map, test, val, version, project, json",46550376
110,110,0,0.9588,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",46562561
111,111,2,0.5256,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",46604074
112,112,4,0.6644,"argument, java, depend_groupid, method, map, test, val, version, project, json",46610412
113,113,1,0.7747,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",46632392
114,114,0,0.5917,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",46633006
115,115,0,0.6066,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",46661236
116,116,4,0.9525,"argument, java, depend_groupid, method, map, test, val, version, project, json",46697650
117,117,0,0.8563,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",46839515
118,118,4,0.9365,"argument, java, depend_groupid, method, map, test, val, version, project, json",46845895
119,119,4,0.797,"argument, java, depend_groupid, method, map, test, val, version, project, json",46926292
120,120,4,0.5059,"argument, java, depend_groupid, method, map, test, val, version, project, json",46926893
121,121,4,0.6509,"argument, java, depend_groupid, method, map, test, val, version, project, json",46981091
122,122,4,0.8352,"argument, java, depend_groupid, method, map, test, val, version, project, json",47024793
123,123,1,0.9644,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",47062082
124,124,1,0.7031,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",47088220
125,125,0,0.8901,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",47126177
126,126,4,0.6462,"argument, java, depend_groupid, method, map, test, val, version, project, json",47151858
127,127,4,0.949,"argument, java, depend_groupid, method, map, test, val, version, project, json",47201448
128,128,4,0.665,"argument, java, depend_groupid, method, map, test, val, version, project, json",47231686
129,129,4,0.6146,"argument, java, depend_groupid, method, map, test, val, version, project, json",47238555
130,130,2,0.6071,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",47239735
131,131,0,0.5825,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",47314451
132,132,0,0.6825,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",47342121
133,133,3,0.363,"filter, servic, method, task, await, project, new_queryargu, configur, argument, x",47432197
134,134,1,0.6828,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",47459521
135,135,1,0.6235,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",47484261
136,136,1,0.981,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",47491992
137,137,2,0.6775,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",47579301
138,138,4,0.9791,"argument, java, depend_groupid, method, map, test, val, version, project, json",47643465
139,139,4,0.959,"argument, java, depend_groupid, method, map, test, val, version, project, json",47674558
140,140,4,0.9795,"argument, java, depend_groupid, method, map, test, val, version, project, json",47677140
141,141,4,0.6903,"argument, java, depend_groupid, method, map, test, val, version, project, json",47678952
142,142,2,0.8509,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",47692456
143,143,2,0.9762,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",47771531
144,144,4,0.8628,"argument, java, depend_groupid, method, map, test, val, version, project, json",47787861
145,145,0,0.8472,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",47849092
146,146,1,0.9806,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",47874344
147,147,4,0.8255,"argument, java, depend_groupid, method, map, test, val, version, project, json",47883075
148,148,1,0.986,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",47889905
149,149,0,0.9484,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",47933512
150,150,0,0.5137,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",48037601
151,151,4,0.8352,"argument, java, depend_groupid, method, map, test, val, version, project, json",48050509
152,152,4,0.6245,"argument, java, depend_groupid, method, map, test, val, version, project, json",48053914
153,153,4,0.9912,"argument, java, depend_groupid, method, map, test, val, version, project, json",48114737
154,154,0,0.7145,"entiti, arg, column, nullabl, const, function, interfac, properti, array, extend",48169679
155,155,4,0.9523,"argument, java, depend_groupid, method, map, test, val, version, project, json",48216276
156,156,2,0.7364,"privat, except, defin, column, const, na_na, error_bean, nest_except, long, class_resourc",48273780
157,157,1,0.4938,"date, scalar, const, datetim, task, email, timestamp, usernam, function, json",48274089
158,158,4,0.7975,"argument, java, depend_groupid, method, map, test, val, version, project, json",48291161
